Date,Restaurant_ID,Restaurant_Name,Product_ID,Product,Category,Opening_Stock,Units_Received,Customer_Demand,Units_Sold,Lost_Sales,Waste_Units,Closing_Stock,Supplier_Lead_Time_Days,Unit_Cost_EUR,Selling_Price_EUR,Revenue_EUR,Temperature_C,Day_of_Week,Is_Weekend,Promotion,Safety_Stock,Recommended_Order,Autonomous_Decision,Waste_Cost_EUR,ESG_Waste_Rate_Pct,Service_Level_Pct
2026-01-29,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,172,0,61,61,0,9,102,2,1.1,3.2,195.2,1.1,Thursday,0,0,16,13,Auto-Order,9.9,12.86,100.0
2026-01-29,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,373,0,63,63,0,3,307,4,0.8,2.8,176.4,1.1,Thursday,0,0,18,0,No Action,2.4,4.55,100.0
2026-01-29,REST002,Urban Spoon Bistro,P004,Milk,Dairy,116,0,34,34,0,4,78,2,1.0,2.4,81.6,1.1,Thursday,0,0,10,0,No Action,4.0,10.53,100.0
2026-01-29,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,126,0,33,33,0,3,90,3,2.8,6.5,214.5,1.1,Thursday,0,0,8,0,No Action,8.4,8.33,100.0
2026-01-29,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,85,151,63,63,0,9,164,2,0.7,2.5,157.5,1.1,Thursday,0,0,14,0,No Action,6.3,12.5,100.0
2026-01-29,REST002,Urban Spoon Bistro,P007,Bread,Bakery,86,0,45,45,0,6,35,1,1.2,3.0,135.0,1.1,Thursday,0,0,12,37,Auto-Order,7.2,11.76,100.0
2026-01-29,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,36,59,18,18,0,4,73,2,6.5,14.5,261.0,1.1,Thursday,0,0,6,0,No Action,26.0,18.18,100.0
2026-01-29,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,81,0,30,30,0,2,49,2,1.5,4.2,126.0,1.1,Thursday,0,0,7,4,Auto-Order,3.0,6.25,100.0
2026-01-29,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,126,196,53,53,0,2,267,4,0.9,3.0,159.0,1.1,Thursday,0,0,14,0,No Action,1.8,3.64,100.0
2026-01-30,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,125,115,63,63,0,10,167,3,4.2,9.5,598.5,0.2,Friday,0,1,12,0,No Action,42.0,13.7,100.0
2026-01-30,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,102,146,56,56,0,12,180,2,1.1,3.2,179.2,0.2,Friday,0,0,16,0,No Action,13.2,17.65,100.0
2026-01-30,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,307,0,56,56,0,3,248,4,0.8,2.8,156.8,0.2,Friday,0,0,18,0,No Action,2.4,5.08,100.0
2026-01-30,REST002,Urban Spoon Bistro,P004,Milk,Dairy,78,90,36,36,0,4,128,2,1.0,2.4,86.4,0.2,Friday,0,0,10,0,No Action,4.0,10.0,100.0
2026-01-30,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,90,0,35,35,0,1,54,3,2.8,6.5,227.5,0.2,Friday,0,0,8,24,Auto-Order,2.8,2.78,100.0
2026-01-30,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,164,0,61,61,0,5,98,2,0.7,2.5,152.5,0.2,Friday,0,0,14,23,Auto-Order,3.5,7.58,100.0
2026-01-30,REST002,Urban Spoon Bistro,P007,Bread,Bakery,35,107,45,45,0,7,90,1,1.2,3.0,135.0,0.2,Friday,0,0,12,0,No Action,8.4,13.46,100.0
2026-01-30,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,73,0,23,23,0,2,48,2,6.5,14.5,333.5,0.2,Friday,0,0,6,3,Auto-Order,13.0,8.0,100.0
2026-01-30,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,49,62,24,24,0,5,82,2,1.5,4.2,100.8,0.2,Friday,0,0,7,0,No Action,7.5,17.24,100.0
2026-01-30,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,267,0,45,45,0,1,221,4,0.9,3.0,135.0,0.2,Friday,0,0,14,0,No Action,0.9,2.17,100.0
2026-01-31,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,167,0,53,53,0,5,109,3,4.2,9.5,503.5,0.1,Saturday,1,0,12,9,Auto-Order,21.0,8.62,100.0
2026-01-31,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,180,0,70,70,0,8,102,2,1.1,3.2,224.0,0.1,Saturday,1,0,16,29,Auto-Order,8.8,10.26,100.0
2026-01-31,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,248,0,74,74,0,2,172,4,0.8,2.8,207.2,0.1,Saturday,1,0,18,6,Auto-Order,1.6,2.63,100.0
2026-01-31,REST002,Urban Spoon Bistro,P004,Milk,Dairy,128,0,46,46,0,3,79,2,1.0,2.4,110.4,0.1,Saturday,1,0,10,9,Auto-Order,3.0,6.12,100.0
2026-01-31,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,54,103,35,35,0,4,118,3,2.8,6.5,227.5,0.1,Saturday,1,0,8,0,No Action,11.2,10.26,100.0
2026-01-31,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,98,130,62,62,0,9,157,2,0.7,2.5,155.0,0.1,Saturday,1,0,14,0,No Action,6.3,12.68,100.0
2026-01-31,REST002,Urban Spoon Bistro,P007,Bread,Bakery,90,0,49,49,0,6,35,1,1.2,3.0,147.0,0.1,Saturday,1,0,12,46,Auto-Order,7.2,10.91,100.0
2026-01-31,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,48,53,27,27,0,5,69,2,6.5,14.5,391.5,0.1,Saturday,1,0,6,0,No Action,32.5,15.62,100.0
2026-01-31,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,82,0,32,32,0,4,46,2,1.5,4.2,134.4,0.1,Saturday,1,0,7,15,Auto-Order,6.0,11.11,100.0
2026-01-31,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,221,0,74,74,0,1,146,4,0.9,3.0,222.0,0.1,Saturday,1,0,14,0,No Action,0.9,1.33,100.0
2026-02-01,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,109,137,52,52,0,7,187,3,4.2,9.5,494.0,4.2,Sunday,1,0,12,0,No Action,29.4,11.86,100.0
2026-02-01,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,102,149,61,61,0,13,177,2,1.1,3.2,195.2,4.2,Sunday,1,0,16,0,No Action,14.3,17.57,100.0
2026-02-01,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,172,260,100,100,0,4,328,4,0.8,2.8,280.0,4.2,Sunday,1,1,18,0,No Action,3.2,3.85,100.0
2026-02-01,REST002,Urban Spoon Bistro,P004,Milk,Dairy,79,87,59,59,0,6,101,2,1.0,2.4,141.6,4.2,Sunday,1,1,10,0,No Action,6.0,9.23,100.0
2026-02-01,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,118,0,36,36,0,4,78,3,2.8,6.5,234.0,4.2,Sunday,1,0,8,0,No Action,11.2,10.0,100.0
2026-02-01,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,157,0,78,78,0,4,75,2,0.7,2.5,195.0,4.2,Sunday,1,1,14,32,Auto-Order,2.8,4.88,100.0
2026-02-01,REST002,Urban Spoon Bistro,P007,Bread,Bakery,35,100,57,57,0,8,70,1,1.2,3.0,171.0,4.2,Sunday,1,0,12,2,Auto-Order,9.6,12.31,100.0
2026-02-01,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,69,0,25,25,0,3,41,2,6.5,14.5,362.5,4.2,Sunday,1,0,6,3,Auto-Order,19.5,10.71,100.0
2026-02-01,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,46,77,32,32,0,5,86,2,1.5,4.2,134.4,4.2,Sunday,1,0,7,0,No Action,7.5,13.51,100.0
2026-02-01,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,146,176,65,65,0,4,253,4,0.9,3.0,195.0,4.2,Sunday,1,0,14,0,No Action,3.6,5.8,100.0
2026-02-02,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,187,0,45,45,0,7,135,3,4.2,9.5,427.5,3.3,Monday,0,0,12,0,No Action,29.4,13.46,100.0
2026-02-02,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,177,0,58,58,0,9,110,2,1.1,3.2,185.6,3.3,Monday,0,0,16,5,Auto-Order,9.9,13.43,100.0
2026-02-02,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,328,0,64,64,0,3,261,4,0.8,2.8,179.2,3.3,Monday,0,0,18,0,No Action,2.4,4.48,100.0
2026-02-02,REST002,Urban Spoon Bistro,P004,Milk,Dairy,101,0,35,35,0,2,64,2,1.0,2.4,84.0,3.3,Monday,0,0,10,13,Auto-Order,2.0,5.41,100.0
2026-02-02,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,78,86,32,32,0,4,128,3,2.8,6.5,208.0,3.3,Monday,0,0,8,0,No Action,11.2,11.11,100.0
2026-02-02,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,75,152,64,64,0,9,154,2,0.7,2.5,160.0,3.3,Monday,0,0,14,0,No Action,6.3,12.33,100.0
2026-02-02,REST002,Urban Spoon Bistro,P007,Bread,Bakery,70,0,44,44,0,4,22,1,1.2,3.0,132.0,3.3,Monday,0,0,12,50,Auto-Order,4.8,8.33,100.0
2026-02-02,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,41,50,26,26,0,3,62,2,6.5,14.5,377.0,3.3,Monday,0,0,6,0,No Action,19.5,10.34,100.0
2026-02-02,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,86,0,31,31,0,3,52,2,1.5,4.2,130.2,3.3,Monday,0,0,7,1,Auto-Order,4.5,8.82,100.0
2026-02-02,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,253,0,54,54,0,2,197,4,0.9,3.0,162.0,3.3,Monday,0,0,14,0,No Action,1.8,3.57,100.0
2026-02-03,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,135,0,43,43,0,5,87,3,4.2,9.5,408.5,-0.5,Tuesday,0,0,12,16,Auto-Order,21.0,10.42,100.0
2026-02-03,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,110,137,61,61,0,11,175,2,1.1,3.2,195.2,-0.5,Tuesday,0,0,16,0,No Action,12.1,15.28,100.0
2026-02-03,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,261,0,57,57,0,2,202,4,0.8,2.8,159.6,-0.5,Tuesday,0,0,18,0,No Action,1.6,3.39,100.0
2026-02-03,REST002,Urban Spoon Bistro,P004,Milk,Dairy,64,105,45,45,0,7,117,2,1.0,2.4,108.0,-0.5,Tuesday,0,0,10,0,No Action,7.0,13.46,100.0
2026-02-03,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,128,0,31,31,0,4,93,3,2.8,6.5,201.5,-0.5,Tuesday,0,0,8,0,No Action,11.2,11.43,100.0
2026-02-03,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,154,0,64,64,0,5,85,2,0.7,2.5,160.0,-0.5,Tuesday,0,0,14,22,Auto-Order,3.5,7.25,100.0
2026-02-03,REST002,Urban Spoon Bistro,P007,Bread,Bakery,22,111,36,36,0,8,89,1,1.2,3.0,108.0,-0.5,Tuesday,0,0,12,0,No Action,9.6,18.18,100.0
2026-02-03,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,62,0,25,25,0,4,33,2,6.5,14.5,362.5,-0.5,Tuesday,0,0,6,11,Auto-Order,26.0,13.79,100.0
2026-02-03,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,52,60,29,29,0,7,76,2,1.5,4.2,121.8,-0.5,Tuesday,0,0,7,0,No Action,10.5,19.44,100.0
2026-02-03,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,197,0,56,56,0,1,140,4,0.9,3.0,168.0,-0.5,Tuesday,0,0,14,0,No Action,0.9,1.75,100.0
2026-02-04,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,87,153,48,48,0,7,185,3,4.2,9.5,456.0,1.1,Wednesday,0,0,12,0,No Action,29.4,12.73,100.0
2026-02-04,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,175,0,64,64,0,9,102,2,1.1,3.2,204.8,1.1,Wednesday,0,0,16,13,Auto-Order,9.9,12.33,100.0
2026-02-04,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,202,232,64,64,0,2,368,4,0.8,2.8,179.2,1.1,Wednesday,0,0,18,0,No Action,1.6,3.03,100.0
2026-02-04,REST002,Urban Spoon Bistro,P004,Milk,Dairy,117,0,34,34,0,3,80,2,1.0,2.4,81.6,1.1,Wednesday,0,0,10,0,No Action,3.0,8.11,100.0
2026-02-04,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,93,0,31,31,0,3,59,3,2.8,6.5,201.5,1.1,Wednesday,0,0,8,10,Auto-Order,8.4,8.82,100.0
2026-02-04,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,85,152,51,51,0,9,177,2,0.7,2.5,127.5,1.1,Wednesday,0,0,14,0,No Action,6.3,15.0,100.0
2026-02-04,REST002,Urban Spoon Bistro,P007,Bread,Bakery,89,0,40,40,0,5,44,1,1.2,3.0,120.0,1.1,Wednesday,0,0,12,28,Auto-Order,6.0,11.11,100.0
2026-02-04,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,33,69,22,22,0,3,77,2,6.5,14.5,319.0,1.1,Wednesday,0,0,6,0,No Action,19.5,12.0,100.0
2026-02-04,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,76,0,29,29,0,4,43,2,1.5,4.2,121.8,1.1,Wednesday,0,0,7,10,Auto-Order,6.0,12.12,100.0
2026-02-04,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,140,183,53,53,0,3,267,4,0.9,3.0,159.0,1.1,Wednesday,0,0,14,0,No Action,2.7,5.36,100.0
2026-02-05,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,185,0,38,38,0,6,141,3,4.2,9.5,361.0,-0.6,Thursday,0,0,12,0,No Action,25.2,13.64,100.0
2026-02-05,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,102,147,59,59,0,12,178,2,1.1,3.2,188.8,-0.6,Thursday,0,0,16,0,No Action,13.2,16.9,100.0
2026-02-05,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,368,0,73,73,0,3,292,4,0.8,2.8,204.4,-0.6,Thursday,0,0,18,0,No Action,2.4,3.95,100.0
2026-02-05,REST002,Urban Spoon Bistro,P004,Milk,Dairy,80,83,42,42,0,6,115,2,1.0,2.4,100.8,-0.6,Thursday,0,0,10,0,No Action,6.0,12.5,100.0
2026-02-05,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,59,107,32,32,0,3,131,3,2.8,6.5,208.0,-0.6,Thursday,0,0,8,0,No Action,8.4,8.57,100.0
2026-02-05,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,177,0,64,64,0,6,107,2,0.7,2.5,160.0,-0.6,Thursday,0,0,14,0,No Action,4.2,8.57,100.0
2026-02-05,REST002,Urban Spoon Bistro,P007,Bread,Bakery,44,92,53,53,0,8,75,1,1.2,3.0,159.0,-0.6,Thursday,0,1,12,0,No Action,9.6,13.11,100.0
2026-02-05,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,77,0,24,24,0,4,49,2,6.5,14.5,348.0,-0.6,Thursday,0,0,6,0,No Action,26.0,14.29,100.0
2026-02-05,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,43,76,24,24,0,4,91,2,1.5,4.2,100.8,-0.6,Thursday,0,0,7,0,No Action,6.0,14.29,100.0
2026-02-05,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,267,0,57,57,0,1,209,4,0.9,3.0,171.0,-0.6,Thursday,0,0,14,0,No Action,0.9,1.72,100.0
2026-02-06,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,141,0,41,41,0,5,95,3,4.2,9.5,389.5,2.2,Friday,0,0,12,23,Auto-Order,21.0,10.87,100.0
2026-02-06,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,178,0,55,55,0,10,113,2,1.1,3.2,176.0,2.2,Friday,0,0,16,18,Auto-Order,11.0,15.38,100.0
2026-02-06,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,292,0,71,71,0,2,219,4,0.8,2.8,198.8,2.2,Friday,0,0,18,0,No Action,1.6,2.74,100.0
2026-02-06,REST002,Urban Spoon Bistro,P004,Milk,Dairy,115,0,40,40,0,4,71,2,1.0,2.4,96.0,2.2,Friday,0,0,10,17,Auto-Order,4.0,9.09,100.0
2026-02-06,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,131,0,32,32,0,3,96,3,2.8,6.5,208.0,2.2,Friday,0,0,8,0,No Action,8.4,8.57,100.0
2026-02-06,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,107,130,74,74,0,9,154,2,0.7,2.5,185.0,2.2,Friday,0,1,14,0,No Action,6.3,10.84,100.0
2026-02-06,REST002,Urban Spoon Bistro,P007,Bread,Bakery,75,0,47,47,0,4,24,1,1.2,3.0,141.0,2.2,Friday,0,0,12,57,Manager Review,4.8,7.84,100.0
2026-02-06,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,49,52,18,18,0,4,79,2,6.5,14.5,261.0,2.2,Friday,0,0,6,0,No Action,26.0,18.18,100.0
2026-02-06,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,91,8,27,27,0,4,68,2,1.5,4.2,113.4,2.2,Friday,0,0,7,0,No Action,6.0,12.9,100.0
2026-02-06,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,209,22,48,48,0,2,181,4,0.9,3.0,144.0,2.2,Friday,0,0,14,0,No Action,1.8,4.0,100.0
2026-02-07,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,95,141,49,49,0,8,179,3,4.2,9.5,465.5,3.8,Saturday,1,0,12,0,No Action,33.6,14.04,100.0
2026-02-07,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,113,136,67,67,0,12,170,2,1.1,3.2,214.4,3.8,Saturday,1,0,16,0,No Action,13.2,15.19,100.0
2026-02-07,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,219,208,73,73,0,4,350,4,0.8,2.8,204.4,3.8,Saturday,1,0,18,0,No Action,3.2,5.19,100.0
2026-02-07,REST002,Urban Spoon Bistro,P004,Milk,Dairy,71,92,47,47,0,6,110,2,1.0,2.4,112.8,3.8,Saturday,1,0,10,0,No Action,6.0,11.32,100.0
2026-02-07,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,96,0,34,34,0,3,59,3,2.8,6.5,221.0,3.8,Saturday,1,0,8,19,Auto-Order,8.4,8.11,100.0
2026-02-07,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,154,0,76,76,0,6,72,2,0.7,2.5,190.0,3.8,Saturday,1,0,14,49,Auto-Order,4.2,7.32,100.0
2026-02-07,REST002,Urban Spoon Bistro,P007,Bread,Bakery,24,115,63,63,0,7,69,1,1.2,3.0,189.0,3.8,Saturday,1,1,12,12,Auto-Order,8.4,10.0,100.0
2026-02-07,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,79,0,23,23,0,2,54,2,6.5,14.5,333.5,3.8,Saturday,1,0,6,0,No Action,13.0,8.0,100.0
2026-02-07,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,68,0,30,30,0,3,35,2,1.5,4.2,126.0,3.8,Saturday,1,0,7,26,Auto-Order,4.5,9.09,100.0
2026-02-07,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,181,0,63,63,0,1,117,4,0.9,3.0,189.0,3.8,Saturday,1,0,14,17,Auto-Order,0.9,1.56,100.0
2026-02-08,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,179,0,58,58,0,6,115,3,4.2,9.5,551.0,-0.8,Sunday,1,0,12,0,No Action,25.2,9.38,100.0
2026-02-08,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,170,26,69,69,0,10,117,2,1.1,3.2,220.8,-0.8,Sunday,1,0,16,0,No Action,11.0,12.66,100.0
2026-02-08,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,350,0,85,85,0,3,262,4,0.8,2.8,238.0,-0.8,Sunday,1,1,18,0,No Action,2.4,3.41,100.0
2026-02-08,REST002,Urban Spoon Bistro,P004,Milk,Dairy,110,0,50,50,0,4,56,2,1.0,2.4,120.0,-0.8,Sunday,1,0,10,21,Auto-Order,4.0,7.41,100.0
2026-02-08,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,59,99,39,39,0,4,115,3,2.8,6.5,253.5,-0.8,Sunday,1,0,8,0,No Action,11.2,9.3,100.0
2026-02-08,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,72,158,68,68,0,7,155,2,0.7,2.5,170.0,-0.8,Sunday,1,0,14,0,No Action,4.9,9.33,100.0
2026-02-08,REST002,Urban Spoon Bistro,P007,Bread,Bakery,69,0,71,64,7,5,0,1,1.2,3.0,192.0,-0.8,Sunday,1,1,12,72,Manager Review,6.0,7.25,90.14
2026-02-08,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,54,0,25,25,0,1,28,2,6.5,14.5,362.5,-0.8,Sunday,1,0,6,16,Auto-Order,6.5,3.85,100.0
2026-02-08,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,35,76,29,29,0,5,77,2,1.5,4.2,121.8,-0.8,Sunday,1,0,7,0,No Action,7.5,14.71,100.0
2026-02-08,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,117,211,86,86,0,5,237,4,0.9,3.0,258.0,-0.8,Sunday,1,1,14,0,No Action,4.5,5.49,100.0
2026-02-09,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,115,130,46,46,0,7,192,3,4.2,9.5,437.0,3.4,Monday,0,0,12,0,No Action,29.4,13.21,100.0
2026-02-09,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,117,128,62,62,0,12,171,2,1.1,3.2,198.4,3.4,Monday,0,0,16,0,No Action,13.2,16.22,100.0
2026-02-09,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,262,0,74,74,0,2,186,4,0.8,2.8,207.2,3.4,Monday,0,0,18,0,No Action,1.6,2.63,100.0
2026-02-09,REST002,Urban Spoon Bistro,P004,Milk,Dairy,56,110,41,41,0,7,118,2,1.0,2.4,98.4,3.4,Monday,0,0,10,0,No Action,7.0,14.58,100.0
2026-02-09,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,115,0,37,37,0,4,74,3,2.8,6.5,240.5,3.4,Monday,0,0,8,0,No Action,11.2,9.76,100.0
2026-02-09,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,155,0,57,57,0,5,93,2,0.7,2.5,142.5,3.4,Monday,0,0,14,14,Auto-Order,3.5,8.06,100.0
2026-02-09,REST002,Urban Spoon Bistro,P007,Bread,Bakery,0,144,48,48,0,8,88,1,1.2,3.0,144.0,3.4,Monday,0,0,12,0,No Action,9.6,14.29,100.0
2026-02-09,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,28,72,31,31,0,5,64,2,6.5,14.5,449.5,3.4,Monday,0,1,6,0,No Action,32.5,13.89,100.0
2026-02-09,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,77,0,27,27,0,4,46,2,1.5,4.2,113.4,3.4,Monday,0,0,7,7,Auto-Order,6.0,12.9,100.0
2026-02-09,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,237,0,52,52,0,2,183,4,0.9,3.0,156.0,3.4,Monday,0,0,14,0,No Action,1.8,3.7,100.0
2026-02-10,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,192,0,48,48,0,6,138,3,4.2,9.5,456.0,2.3,Tuesday,0,0,12,0,No Action,25.2,11.11,100.0
2026-02-10,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,171,0,62,62,0,7,102,2,1.1,3.2,198.4,2.3,Tuesday,0,0,16,13,Auto-Order,7.7,10.14,100.0
2026-02-10,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,186,253,69,69,0,5,365,4,0.8,2.8,193.2,2.3,Tuesday,0,0,18,0,No Action,4.0,6.76,100.0
2026-02-10,REST002,Urban Spoon Bistro,P004,Milk,Dairy,118,0,41,41,0,7,70,2,1.0,2.4,98.4,2.3,Tuesday,0,0,10,7,Auto-Order,7.0,14.58,100.0
2026-02-10,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,74,81,32,32,0,4,119,3,2.8,6.5,208.0,2.3,Tuesday,0,0,8,0,No Action,11.2,11.11,100.0
2026-02-10,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,93,138,64,64,0,8,159,2,0.7,2.5,160.0,2.3,Tuesday,0,0,14,0,No Action,5.6,11.11,100.0
2026-02-10,REST002,Urban Spoon Bistro,P007,Bread,Bakery,88,0,44,44,0,5,39,1,1.2,3.0,132.0,2.3,Tuesday,0,0,12,33,Auto-Order,6.0,10.2,100.0
2026-02-10,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,64,0,23,23,0,2,39,2,6.5,14.5,333.5,2.3,Tuesday,0,0,6,5,Auto-Order,13.0,8.0,100.0
2026-02-10,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,46,67,29,29,0,6,78,2,1.5,4.2,121.8,2.3,Tuesday,0,0,7,0,No Action,9.0,17.14,100.0
2026-02-10,REST002,Urban Spoon Bistro,P010,Pasta,Dry Goods,183,0,48,48,0,0,135,4,0.9,3.0,144.0,2.3,Tuesday,0,0,14,0,No Action,0.0,0.0,100.0
2026-02-11,REST002,Urban Spoon Bistro,P001,Chicken Breast,Meat,138,0,44,44,0,3,91,3,4.2,9.5,418.0,3.1,Wednesday,0,0,12,12,Auto-Order,12.6,6.38,100.0
2026-02-11,REST002,Urban Spoon Bistro,P002,Tomatoes,Vegetables,102,148,59,59,0,14,177,2,1.1,3.2,188.8,3.1,Wednesday,0,0,16,0,No Action,15.4,19.18,100.0
2026-02-11,REST002,Urban Spoon Bistro,P003,Rice,Dry Goods,365,0,63,63,0,4,298,4,0.8,2.8,176.4,3.1,Wednesday,0,0,18,0,No Action,3.2,5.97,100.0
2026-02-11,REST002,Urban Spoon Bistro,P004,Milk,Dairy,70,102,37,37,0,5,130,2,1.0,2.4,88.8,3.1,Wednesday,0,0,10,0,No Action,5.0,11.9,100.0
2026-02-11,REST002,Urban Spoon Bistro,P005,Cheese,Dairy,119,0,31,31,0,3,85,3,2.8,6.5,201.5,3.1,Wednesday,0,0,8,0,No Action,8.4,8.82,100.0
2026-02-11,REST002,Urban Spoon Bistro,P006,Potatoes,Vegetables,159,0,55,55,0,7,97,2,0.7,2.5,137.5,3.1,Wednesday,0,0,14,10,Auto-Order,4.9,11.29,100.0
2026-02-11,REST002,Urban Spoon Bistro,P007,Bread,Bakery,39,97,45,45,0,8,83,1,1.2,3.0,135.0,3.1,Wednesday,0,0,12,0,No Action,9.6,15.09,100.0
2026-02-11,REST002,Urban Spoon Bistro,P008,Salmon Fillet,Seafood,39,63,24,24,0,4,74,2,6.5,14.5,348.0,3.1,Wednesday,0,0,6,0,No Action,26.0,14.29,100.0
2026-02-11,REST002,Urban Spoon Bistro,P009,Avocado,Vegetables,78,0,26,26,0,4,48,2,1.5,4.2,109.2,3.1,Wednesday,0,0,7,5,Auto-Order,6.0,13.33,100.0
